차 | 茶, 車 | tea;<div>car</div>
육군 | 陸軍 | army
풍기다 |  | to give off, radiate
추진하다 | 推進 | to propel, push ahead
흐름 |  | flow, stream
정당 | 政黨 | political party
절차 | 節次 | procedure, process
권리 | 權利 | rights
자원 | 資源 | resources
일시적 | 一時的 | temporary
견해 | 見解 | opinion
주어지다 |  | to be given
소재 | 素材, 所在 | material;<div>whereabouts</div>
영장 | 令狀 | warrant, draft notice
판결 | 判決 | judgement, ruling
비로소 |  | only after
서구 | 西歐 | the West
부문 | 部門 | field, sector, section
기체 | 氣體, 機體 | gas;<div>fuselage</div>
추락하다 | 墜落 | to fall, crash
살아남다 |  | to survive
개선하다 | 改善, 凱旋 | to improve;<div>to return in triumph</div>
바람직하다 |  | to be desirable
신화 | 神話 | myth
근본적 | 根本的 | fundamental
퍼지다 |  | to spread out
군사 | 軍事, 軍士 | military
지적 | 知的 | intelligent
예산 | 豫算 | budget
온갖 |  | all kinds of
우려하다 | 憂慮 | to be concerned, fear
수요 | 需要 | demand
명문 | 名門, 名文 | noble family, prestigious school;<div>well-written text</div>
지도자 | 指導者 | leader
위원장 | 委員長 | chairman, president
효과적 | 效果的 | effective
저지르다 |  | to commit, make
한때 |  | one time, briefly
살아오다 |  | to live, return alive
상대적 | 相對的 | relative
법률 | 法律 | law
현 | 現 | current, present
현대적 | 現代的 | modern
공급하다 | 供給 | to supply, provide
핵심 | 核心 | core, key
중세 | 中世 | the Middle Ages
끊임없이 |  | constantly, incessantly
상표 | 商標 | trademark
민주화 | 民主化 | democratization
재정 | 財政 | finances
대규모 | 大規模 | large scale
민간 | 民間 | civil
사실상 | 事實上 | actually
지대 | 地帶 | zone, region
용어 | 用語 | terminology
익히다 |  | to master;<div>to cook, ferment</div>
지위 | 地位 | status, position, rank
올림 |  | Sincerely yours
수석 | 首席 | top, head
제사 | 祭祀 | ancestral rites
참새 |  | sparrow
농산물 | 農産物 | agricultural products
사교적 | 社交的 | sociable, outgoing
견문 | 見聞 | knowledge, experience
후임 | 後任 | successor, replacement
틈 |  | crack, gap
가령 | 假令 | suppose
거대하다 | 巨大 | to be huge, enormous
토대 | 土臺 | foundation
여론 | 輿論 | public opinion
의복 | 衣服 | clothes, outfit
실리다 |  | to be loaded, be published
출산 | 出産 | childbirth
선진국 | 先進國 | developed country
대응하다 | 對應 | to respond, correspond
중소기업 | 中小企業 | small and medium-sized enterprises
고무줄 |  | elastic cord
막대기 |  | stick, rod
사각형 | 四角形 | quadrangle
직접적 | 直接的 | direct
필자 | 筆者 | author, writer
협력하다 | 協力 | to cooperate, work together
계층 | 階層 | class
철저하다 | 徹底 | to be thorough
태아 | 胎兒 | embryo
민주 | 民主 | democracy
전복되다 | 顚覆 | to be overthrown, to turn over
귀뚜라미 |  | cricket
집중적 | 集中的 | intensive
능률 | 能率 | efficiency
구부리다 |  | to bend
안기다 |  | to be held, hug;<div>to charge, cause</div>
전업 | 專業 | full-time job
정규 | 正規 | regular, formal
이의 | 異議 | objection
도련님 |  | young gentleman, brother-in-law
불만족스럽다 | 不滿足 | to be dissatisfied
전염되다 | 傳染 | to be transmitted, spread
미로 | 迷路 | maze
가요계 | 歌謠界 | music industry, pop music scene
엿보다 |  | to peep, peek;<div>to watch, wait</div>
진흙 |  | mud
허수아비 |  | scarecrow, puppet
산천 | 山川 | mountains and streams, nature
송어 | 松魚 | trout
이외 | 以外 | except, other than
폐차 | 廢車 | scrapped car
처벌 | 處罰 | punishment
중환자실 | 重患者室 | intensive care unit
조마조마하다 |  | to feel nervous, be uneasy
소일하다 | 消日 | to kill time
유별하다 | 有別, 類別 | to be different, odd;<div>to classify, categorize</div>
병신 | 病身 | idiot
깨어나다 |  | to wake up, regain consciousness
자초지종 | 自初至終 | the whole story
쫓겨나다 |  | to be expelled, kicked out
상담원 | 相談員 | adviser, counselor
우울증 | 憂鬱症 | depression
세입자 | 貰入者 | tenant
뒹굴다 |  | to roll over, toss about
오기 | 傲氣 | stubbornness, arrogance
추리다 |  | to select, choose
총각 | 總角 | bachelor
저승 |  | afterlife
왕따 | 王- | outcast, bullying
열기 | 熱氣 | heat, excitement
빨가벗다 |  | to get naked, strip
속물 | 俗物 | materialistic person, snob
생글생글 |  | with a smile
뺑소니 |  | hit-and-run; running away
폭탄 | 爆彈 | bomb, explosive
리포터 |  | reporter
외박하다 | 外泊 | to stay out overnight, sleep somewhere else
해임되다 | 解任 | to be dismissed, relieved
속죄하다 | 贖罪 | to atone
바이러스 |  | virus
망신 | 亡身 | shame, disgrace
지긋지긋하다 |  | to be sick and tired
대기 | 大氣 | atmosphere
보름 |  | half a month
사퇴하다 | 辭退 | to resign, step down
단수 | 斷水, 單數 | stopping of the water supply;<div>singular</div>
물려받다 |  | to inherit, take over
주관적 | 主觀的 | subjective
이변 | 異變 | unexpected (unusual) event
때로 |  | sometimes
뒤흔들다 |  | shake, shake up
사태 | 事態, 沙汰 | situation, state;<div>avalanche</div>
부수다 |  | to break, smash, demolish
족발 |  | pigs' feet
생략하다 | 省略 | to skip, omit
역경 | 逆境 | adversity, hardship
휴업하다 | 休業 | to be closed temporarily
압수하다 | 押收 | to confiscate
당 | 糖, 黨 | sugar;<div>political party</div>
불명 | 不明 | being unknown, obscurity, dullness
타격 | 打擊 | blow, damage
고등어 |  | mackerel
너그럽다 |  | to be generous, lenient
생명체 | 生命體 | life, organism
벤치 |  | bench
쳐들어가다 |  | to invade, attack
견인하다 | 牽引 | to tow
장모님 | 丈母- | mother-in-law (of a man)
다이아몬드 |  | diamond
컬러 |  | color
들어앉다 |  | to take a seat, stay indoors
기어가다 |  | to crawl
조화 | 調和, 弔花 | harmony, balance;<div>condolence flowers</div>
관여하다 | 關與 | to take part, be involved
소멸되다 | 消滅 | to perish, lapse, become extinct
패기 | 覇氣 | spirit, vigor
반짝이다 |  | to glitter, twinkle
누명 | 陋名 | false charge
오버하다 |  | to overdo, overreact, do too much
뽑히다 |  | to be pulled out, be picked
노을 |  | sunset, red sky
내주다 |  | to give, offer
소홀하다 | 疏忽 | to be negligent, indifferent
합류하다 | 合流 | to join
자원봉사자 | 自願奉仕者 | volunteer
수도꼭지 | 水道-- | faucet
헛다리 |  | wrong guess
후하다 | 厚 | to be generous, liberal
자료실 | 資料室 | reference room
연체료 | 延滯料 | late fee
열람실 | 閱覽室 | reading room
시비 | 是非 | argument, quarrel
두루 |  | everyone, all around
매수하다 | 買收 | to buy, bribe
가혹하다 | 苛酷 | to be harsh, cruel
공과금 | 公課金 | utility bill
번호표 | 番號票 | number
배편 |  | going by ship
명칭 | 名稱 | name
재학 | 在學 | attending school
증명서 | 證明書 | certificate
직위 | 職位 | position
사유 | 事由, 私有 | reason, grounds;<div>private ownership</div>
초대권 | 招待券 | free ticket/invitation
시급하다 | 時急 | to be urgent
양옆 |  | both sides
결합하다 | 結合 | to combine, unite
어간 | 語幹 | stem
단축하다 | 短縮 | to shorten, reduce
당부하다 | 當付 | to ask, request
이삿짐 | 移徙- | things to be moved
간과하다 | 看過 | to ignore, overlook
식중독 | 食中毒 | food poisoning
해물 | 海物 | seafood
변비 | 便秘 | constipation
순두부찌개 |  | soft tofu stew
충혈되다 | 充血 | to be bloodshot
이런저런 |  | this and that
하도 |  | too much, very
해외여행 | 海外旅行 | trip abroad
민박하다 | 民泊 | to stay at someone's home
렌터카 |  | rental car
일반인 | 一般人 | ordinary person
여정 | 旅程 | itinerary
빼놓다 |  | to leave out, skip
폭포 | 瀑布 | waterfall
유적 | 遺蹟·遺跡 | remains, ruins
멸망 | 滅亡 | collapse, destruction
들어주다 |  | to grant, comply
당면하다 | 當面 | to face, confront
수확 | 收穫 | harvest
교통편 | 交通便 | (means of) transportation
세 | 貰, 勢 | rent;<div>power, influence</div>
독방 | 獨房 | room to oneself
엄살 |  | exaggeration of pain
배치하다 | 配置 | to place, arrange
벽지 | 壁紙 | wallpaper
개봉하다 | 開封 | to open, break the seal;<div>to release</div>
기꺼이 |  | readily, gladly
불신 | 不信 | distrust, disbelief
의상 | 衣裳 | clothes, costume
동서남북 | 東西南北 | all directions
인재 | 人材 | talented person
툭하면 |  | easily, often
화초 | 花草 | flowers
근면하다 | 勤勉 | to be hardworking, diligent
노화 | 老化 | aging
앉히다 |  | to seat
씌우다 |  | to cover, put [on]
사용법 | 使用法 | instructions, way of using
해열제 | 解熱劑 | medicine for fever
응급실 | 應急室 | emergency room
효능 | 效能 | effect, effectiveness
손쉽다 |  | to be easy
낮추다 |  | to lower, reduce
칼로리 |  | calorie
영양제 | 營養劑 | nutritional supplements
성인병 | 成人病 | lifestyle disease (like high blood pressure)
담백하다 | 淡白 | to be light, pure, plain
휘다 |  | to bend
초반 | 初盤 | early stage
만병 | 萬病 | all kinds of diseases
신체적 | 身體的 | physical
도심 | 都心 | downtown
심리적 | 心理的 | psychological, mental
순환 | 循環 | circulation, rotation
열량 | 熱量 | calorie
활기차다 |  | to be active, energetic
부담스럽다 |  | to be burdensome
여행객 | 旅行客 | traveler
고대 | 古代 | ancient times
통증 | 痛症 | pain, ache
부득이하다 | 不得已 | to be inevitable
빈손 |  | empty hands
덧붙이다 |  | to add
발바닥 |  | sole
발급하다 | 發給 | to issue
반발하다 | 反撥 | to resist, oppose
입학식 | 入學式 | entrance ceremony
환영회 | 歡迎會 | welcome party
엄지 |  | thumb, big toe
끼이다 |  | to be stuck, caught in
일석이조 | 一石二鳥 | killing two birds with one stone
공고 | 公告 | public announcement
꾸리다 |  | to pack, manage
연구원 | 硏究員, 硏究院 | researcher;<div>institute</div>
종사자 | 從事者 | worker
주고받다 |  | to exchange
번거롭다 |  | to be a hassle, inconvenient
흠뻑 |  | fully, completely
번번이 | 番番― | always, every time
결혼식장 | 結婚式場 | wedding hall
반값 |  | half price
디디다 |  | to step
부축하다 |  | to help, support
성급하다 | 性急 | to be hasty, impatient
직설적 | 直說的 | straight, straightforward
간접적 | 間接的 | indirect
공공 | 公共 | public
맞대다 |  | to face, confront
공경하다 | 恭敬 | to show respect, honor
입금하다 | 入金 | to deposit
수강료 | 受講料 | tuition
하누 | 韓牛 | Korean cattle
주최하다 | 主催 | to host
타고나다 |  | to be born with
외면 | 外面 | appearance, surface;<div>looking away, avoiding</div>
부호 | 符號, 富豪 | mark, sign;<div>rich person</div>
원조 | 援助, 元祖 | aid;<div>originator</div>
천막 | 天幕 | tent
빈곤 | 貧困 | poverty
예술적 | 藝術的 | artistic
중계되다 | 中繼 | to be broadcast
결승전 | 決勝戰 | final game
냉수 | 冷水 | cold water
교육비 | 敎育費 | educational expenses
아동 | 兒童 | children
혜택 | 惠澤 | benefit
원서 | 願書 | application
연출하다 | 演出 | to direct, produce, create
한창 |  | at the peak
제값 |  | right price
흥행작 | 興行作 | box office hit
요기하다 | 療飢 | to grab a bite
사인회 | sign會 | signing event
감상문 | 感想文 | review, report
주방장 | 廚房長 | chef
도마 |  | cutting board
북 |  | drum
리듬 |  | rhythm
두근거리다 |  | to pound, palpitate
전기세 | 電氣稅 | electricity bill
지진 | 地震 | earthquake
전등 | 電燈 | light, lamp
안내인 | 案內人 | guide
건네주다 |  | to pass
건전지 | 乾電池 | battery
잡담하다 | 雜談 | to chat
반입하다 | 搬入 | to carry in
전망대 | 展望臺 | observatory
휴관하다 | 休館 | to be closed
상가 | 商街 | shopping complex, shopping district
상남자 | 上男子 | real man, manly man
홍보하다 | 弘報 | to promote
렌즈 |  | lens
교체하다 | 交替 | to replace, change
간신히 | 艱辛 | with difficulty, barely
생계 | 生計 | living
자판 | 字板 | keyboard
깍두기 |  | sliced radish kimchi
세면도구 | 洗面道具 | toiletries
육체 | 肉體 | body
육류 | 肉類 | meat
유제품 | 乳製品 | dairy products
전문점 | 專門店 | specialty store
뛰어내리다 |  | to jump down, jump off
인도네시아 |  | Indonesia
인공 | 人工 | artificial
참말 |  | truth
보건 | 保健 | health (care)
은폐하다 | 隱蔽 | to hide, cover up
폐지되다 | 廢止 | to be abolished
골치 |  | head
유물 | 遺物 | relic
유실물 | 遺失物 | lost property
싫증 |  | dislike
열차 | 列車 | train
포장지 | 包裝紙 | wrapping paper
문신 | 文身 | tattoo
뜯어보다 |  | to open and see
검진 | 檢診 | (medical) check-up
영업 | 營業 | business
가스레인지 |  | gas stove
환승역 | 換乘驛 | transfer station
흠 | 欠 | scratch, defect, flaw
새삼 |  | suddenly, anew
반송하다 | 返送 | to return, send back
하객 | 賀客 | guest
발명품 | 發明品 | invention
치료법 | 治療法 | treatment, remedy
치열하다 | 熾烈 | to be fierce, intense
달팽이 |  | snail
낱말 |  | word
실현되다 | 實現 | to be realized, come to pass
비상구 | 非常口 | emergency exit
악화되다 | 惡化 | to worsen, deteriorate
산모 | 産母 | mother
북극 | 北極 | North Pole
확신하다 | 確信 | to be sure
체증 | 滯症 | indigestion, traffic congestion
정적 | 靜寂, 靜的 | silence;<div>still</div>
빙하 | 氷河 | glacier
진격하다 | 進擊 | to advance, push
승부 | 勝負 | victory or defeat, outcome
지원서 | 志願書 | application
지능 | 知能 | intelligence, IQ
다짐하다 |  | to make a resolution
당첨자 | 當籤者 | winner of a lottery
사상 | 史上, 思想 | all-time;<div>thought, idea</div>
전액 | 全額 | full amount
억수 |  | heavy rain
교감하다 | 交感 | to connect (without words)
세모 |  | triangle
시야 | 視野 | one's view, field of vision
욕망 | 慾望 | desire, craving
느긋하다 |  | to be easygoing, carefree
일주 | 一周 | tour, traveling around
